CustomerID,Recency,Frequency,Monetary,Segment
CUST103493,410,3,139625.1307440566,At Risk
CUST102480,411,4,118276.6392203971,At Risk
CUST103957,413,1,72733.8155823989,At Risk
CUST102755,413,3,36694.34656341486,At Risk
CUST102656,413,4,44808.16822973867,At Risk
CUST107953,414,3,40493.763019039776,At Risk
CUST104365,414,4,96195.67115542469,At Risk
CUST102931,414,4,46468.31858403733,At Risk
CUST102080,414,4,34794.5947934082,At Risk
CUST103779,415,3,49853.52754278949,At Risk
CUST104069,416,2,71275.20934835935,At Risk
CUST104106,417,3,90180.66300455127,At Risk
CUST107006,417,3,113800.38311155264,At Risk
CUST102689,418,3,77151.196320212,At Risk
CUST101610,419,4,37879.09919338411,At Risk
CUST105004,419,2,53513.09539468063,At Risk
CUST100003,421,1,61802.10154811823,At Risk
CUST104436,422,1,80250.4511161364,At Risk
CUST102094,422,2,45191.67222694693,At Risk
CUST102141,423,1,70979.31684179431,At Risk
CUST102880,425,1,45830.03690779839,At Risk
CUST104662,425,2,126629.31145428811,At Risk
CUST101120,425,4,252754.55692413292,At Risk
CUST105193,425,2,49474.69738627011,At Risk
CUST104258,426,3,148135.24226264821,At Risk
CUST106900,426,3,178646.58001642523,At Risk
CUST104273,427,3,136912.15912266367,At Risk
CUST101803,429,3,33751.49824567116,At Risk
CUST103369,429,4,261037.26602642238,At Risk
CUST105195,430,3,97675.6193884043,At Risk
CUST101824,431,2,141404.65512054868,At Risk
CUST104172,431,1,83986.84736277602,At Risk
CUST100679,433,3,76523.71673067438,At Risk
CUST101135,434,2,94341.95400708084,At Risk
CUST100711,435,3,89152.78878080365,At Risk
CUST103103,435,3,147566.64504178986,At Risk
CUST103065,436,4,195425.09302698652,At Risk
CUST104708,439,1,35290.81800762685,At Risk
CUST101642,442,4,38429.83882032184,At Risk
CUST101196,443,2,92898.01841574273,At Risk
CUST101174,443,4,110255.58096671835,At Risk
CUST104065,446,3,71112.78808710285,At Risk
CUST103553,446,2,43961.31668175846,At Risk
CUST102375,448,3,45495.946885655176,At Risk
CUST101670,450,3,178090.46580465505,At Risk
CUST107920,452,2,55701.36737851011,At Risk
CUST107493,453,2,32129.589864426558,At Risk
CUST105479,454,3,182630.7640140399,At Risk
CUST101571,455,3,30622.066615843454,At Risk
CUST102173,455,3,113694.16697042747,At Risk
CUST100362,455,4,41254.55479225833,At Risk
CUST102457,456,2,113616.57228087407,At Risk
CUST102552,456,1,57473.674600039434,At Risk
CUST100094,456,3,66449.0219213164,At Risk
CUST104932,457,3,33402.40795844149,At Risk
CUST105219,457,3,121442.59157020968,At Risk
CUST101804,459,2,90650.90570319093,At Risk
CUST102447,459,1,42683.745498433025,At Risk
CUST102062,461,3,116374.406508476,At Risk
CUST105846,461,3,104169.99739002174,At Risk
CUST102449,461,4,70858.62162918548,At Risk
CUST105236,462,2,71683.39563954236,At Risk
CUST100952,463,3,76692.15968600899,At Risk
CUST101414,463,4,187859.09267153786,At Risk
CUST104363,463,4,48923.770030862295,At Risk
CUST103777,464,3,92100.78742487487,At Risk
CUST100921,464,2,99738.03524226499,At Risk
CUST103375,465,4,99666.11875898989,At Risk
CUST104492,467,4,98660.49480396163,At Risk
CUST101153,467,2,93713.66052833987,At Risk
CUST100752,467,1,40010.065099028696,At Risk
CUST103518,468,1,37639.33794186517,At Risk
CUST100447,468,2,84179.75113641513,At Risk
CUST106850,468,3,30491.500856126164,At Risk
CUST103142,471,4,115083.21241917163,At Risk
CUST103176,471,3,104515.69227463473,At Risk
CUST103741,471,2,76866.50356277602,At Risk
CUST100157,472,2,34330.905015178156,At Risk
CUST104585,473,3,110758.4070250676,At Risk
CUST102198,473,3,187123.49700058968,At Risk
CUST100596,474,3,33866.218902896144,At Risk
CUST101618,475,4,101157.12455574077,At Risk
CUST104498,476,2,151405.74787529185,At Risk
CUST101311,476,3,40855.220874794366,At Risk
CUST100345,476,4,200057.73125252535,At Risk
CUST106159,477,3,99259.22063423503,At Risk
CUST100935,477,2,163113.70674297598,At Risk
CUST102474,478,4,158006.47549087706,At Risk
CUST103188,479,4,36340.99003584198,At Risk
CUST106101,479,3,92397.3853801495,At Risk
CUST102868,479,3,70551.01970989701,At Risk
CUST103964,479,4,153001.57809773288,At Risk
CUST102421,480,1,58666.68986820827,At Risk
CUST103629,480,3,80563.97005828726,At Risk
CUST103976,481,4,54482.313510957356,At Risk
CUST100450,481,2,132181.811112524,At Risk
CUST107474,481,3,138482.8281070373,At Risk
CUST104947,481,3,164747.59870682133,At Risk
CUST103030,482,2,187198.75139575842,At Risk
CUST105035,483,3,163837.2134875559,At Risk
CUST102436,483,2,69525.09313580816,At Risk
CUST103276,483,3,41811.95256112823,At Risk
CUST101850,483,4,117836.11494196937,At Risk
CUST105724,484,3,181280.3954368715,At Risk
CUST104814,484,3,133000.42880011836,At Risk
CUST101549,484,4,36930.02988108581,At Risk
CUST105910,484,2,44628.46666424854,At Risk
CUST103074,486,1,66247.66043682813,At Risk
CUST107030,487,1,51793.44379726673,At Risk
CUST106044,488,1,69115.63110401214,At Risk
CUST100990,489,2,123497.15838343145,At Risk
CUST104785,490,3,33879.43256051151,At Risk
CUST104119,491,3,141554.98766218513,At Risk
CUST101087,492,4,32808.203386435605,At Risk
CUST102345,492,1,99498.80020530566,At Risk
CUST106606,494,2,43478.610306020244,At Risk
CUST104267,494,3,37044.177036397945,At Risk
CUST103031,494,4,43966.06985423303,At Risk
CUST104855,495,3,147048.68312290488,At Risk
CUST101659,496,2,32787.98073853837,At Risk
CUST102950,498,4,36345.51267431889,At Risk
CUST105438,500,3,30531.68165528754,At Risk
CUST101511,500,3,37611.05934266871,At Risk
CUST101735,500,4,79759.52506425972,At Risk
CUST104789,502,4,194240.92998406594,At Risk
CUST100524,502,2,82230.3327073502,At Risk
CUST105221,503,3,127838.7733403317,At Risk
CUST107620,503,2,106065.17911581349,At Risk
CUST106100,506,3,53671.78152831181,At Risk
CUST102234,507,3,59824.3706698543,At Risk
CUST100173,507,3,55730.050786175874,At Risk
CUST104056,507,4,127978.66776303797,At Risk
CUST105596,509,2,45771.31863148553,At Risk
CUST107421,511,1,38294.19517912786,At Risk
CUST107926,511,3,43062.94985889918,At Risk
CUST104408,511,4,295718.09712712164,At Risk
CUST104300,513,4,115127.47268688874,At Risk
CUST102418,513,1,38232.34885936585,At Risk
CUST101391,514,3,133376.28039992737,At Risk
CUST100378,514,3,37736.35929031196,At Risk
CUST102596,516,2,35840.03680394921,At Risk
CUST103807,519,4,175478.48704858997,At Risk
CUST106963,519,1,37934.75868651197,At Risk
CUST100889,520,2,128413.89023255675,At Risk
CUST105169,523,2,39038.10871298114,At Risk
CUST103213,523,4,47023.33229345325,At Risk
CUST101346,523,4,124097.72997114129,At Risk
CUST100527,524,4,325328.9597717046,At Risk
CUST103445,525,2,98229.3741554929,At Risk
CUST100509,525,4,37914.5496978767,At Risk
CUST107179,526,2,85150.17205000485,At Risk
CUST100367,526,3,34236.972200830394,At Risk
CUST103053,527,3,31479.429510392118,At Risk
CUST102768,527,4,97045.32733002609,At Risk
CUST105987,528,3,108248.90397024661,At Risk
CUST102159,528,2,43652.52630347757,At Risk
CUST106937,528,3,186885.19221233274,At Risk
CUST100317,531,2,32164.149928292485,At Risk
CUST105025,531,3,92181.89060863928,At Risk
CUST103012,532,3,169179.15309813072,At Risk
CUST100672,532,4,133537.30281965868,At Risk
CUST106813,532,2,160043.79265646896,At Risk
CUST105679,533,2,131874.8371120859,At Risk
CUST104291,533,1,50291.47591190903,At Risk
CUST103442,533,3,185701.83941684166,At Risk
CUST106182,534,3,100777.3184507689,At Risk
CUST102212,534,2,114355.141033972,At Risk
CUST101314,535,4,102354.1729796957,At Risk
CUST105701,535,3,91434.99967497279,At Risk
CUST102065,535,1,47449.54448319525,At Risk
CUST101899,537,2,32009.46721183379,At Risk
CUST106735,537,2,68266.32267847657,At Risk
CUST104080,538,3,33734.05418475543,At Risk
CUST106528,539,3,52394.121825580485,At Risk
CUST103865,539,4,264819.45910319505,At Risk
CUST100562,540,3,53496.50944773221,At Risk
CUST105153,540,3,81514.3020949577,At Risk
CUST101332,540,3,90893.67448345303,At Risk
CUST106126,541,2,66342.67118554677,At Risk
CUST104628,541,2,53232.80844958828,At Risk
CUST100010,542,4,131008.8585762906,At Risk
CUST101145,542,4,48953.24960635022,At Risk
CUST107728,542,2,117374.8877682855,At Risk
CUST102307,544,3,253689.9215367647,At Risk
CUST103417,544,3,132194.01136519312,At Risk
CUST102721,545,3,44803.52450459729,At Risk
CUST101709,546,2,60488.779664467584,At Risk
CUST106438,546,2,92250.9575212505,At Risk
CUST100411,547,4,135450.7338159567,At Risk
CUST102035,547,3,171604.17084449012,At Risk
CUST100806,547,4,77894.37754650909,At Risk
CUST106514,547,3,111480.87251931522,At Risk
CUST104826,548,1,37933.88885789191,At Risk
CUST105856,548,3,141477.29219859815,At Risk
CUST102690,548,3,211019.95014212144,At Risk
CUST101814,548,1,51245.224868084224,At Risk
CUST106177,549,3,36560.08016118851,At Risk
CUST103221,549,4,254026.18399943653,At Risk
CUST104590,550,4,123115.96351922546,At Risk
CUST101779,552,3,41628.95327397973,At Risk
CUST100370,553,4,38571.892334801625,At Risk
CUST107770,554,2,61476.23249759246,At Risk
CUST106397,555,3,54895.49821991644,At Risk
CUST102405,555,4,121653.58356536247,At Risk
CUST103841,555,2,138276.2647678727,At Risk
CUST100629,556,3,43207.447296720755,At Risk
CUST105380,560,1,33088.31868953412,At Risk
CUST106028,560,3,195211.93862605118,At Risk
CUST104375,561,1,61979.922187569275,At Risk
CUST103965,561,4,43109.63682007467,At Risk
CUST107897,561,3,46794.42430523838,At Risk
CUST105463,564,3,84328.95966954975,At Risk
CUST102932,565,3,44794.146617324666,At Risk
CUST102866,565,3,260733.7451559308,At Risk
CUST107633,565,3,63945.46521237932,At Risk
CUST105074,566,4,44903.71398050893,At Risk
CUST100745,568,4,48875.16464267149,At Risk
CUST102032,569,3,148463.78352672717,At Risk
CUST101125,571,1,47420.140010593466,At Risk
CUST102732,573,4,106300.55984337963,At Risk
CUST101412,573,4,129499.73432321983,At Risk
CUST105383,573,2,51767.96672387408,At Risk
CUST100000,573,4,143817.46321038506,At Risk
CUST105836,574,1,39258.38002874989,At Risk
CUST100571,575,2,112718.5607287909,At Risk
CUST103649,575,4,50724.89596444852,At Risk
CUST102919,576,3,30458.794020617377,At Risk
CUST106709,577,3,42890.85103118028,At Risk
CUST104275,578,4,50164.317735946664,At Risk
CUST103999,578,4,286710.8375823589,At Risk
CUST103504,579,4,82329.00380484498,At Risk
CUST102882,579,4,41154.034172110754,At Risk
CUST101745,582,1,98318.11667303219,At Risk
CUST104769,582,3,105745.40468487656,At Risk
CUST105116,582,4,127529.7979657095,At Risk
CUST101248,583,2,67862.59219287547,At Risk
CUST103632,583,2,106475.19553789526,At Risk
CUST102490,584,2,58258.525873726976,At Risk
CUST101520,584,4,117367.43095230906,At Risk
CUST100771,585,2,34246.45103723912,At Risk
CUST105589,585,1,69806.44135202575,At Risk
CUST100742,585,2,78729.83292907555,At Risk
CUST106431,586,2,113281.1916995456,At Risk
CUST103672,586,3,173863.9673025861,At Risk
CUST106998,587,2,65447.129445575025,At Risk
CUST103665,589,1,32321.877854551858,At Risk
CUST103707,589,4,243054.04570702958,At Risk
CUST104832,590,3,198118.2298143193,At Risk
CUST101469,590,4,153843.60676304897,At Risk
CUST101666,591,4,117570.1748244517,At Risk
CUST103724,591,4,96892.31254737123,At Risk
CUST102108,592,4,207567.42512804823,At Risk
CUST104220,592,2,71330.8211320661,At Risk
CUST101526,593,4,115997.30773763207,At Risk
CUST106039,593,3,70245.62181800674,At Risk
CUST100063,594,4,306091.72673824796,At Risk
CUST100631,594,1,88362.70625837932,At Risk
CUST103359,594,4,96955.92706634864,At Risk
CUST100678,595,4,152492.9053442638,At Risk
CUST102191,595,2,58439.25002671909,At Risk
CUST106702,595,3,58786.056277031275,At Risk
CUST103381,596,3,118097.62027654678,At Risk
CUST106034,596,2,47479.62067564561,At Risk
CUST102956,597,2,108336.35159141087,At Risk
CUST101318,597,2,33790.28221764702,At Risk
CUST102720,598,4,126067.54558441133,At Risk
CUST101260,598,3,89071.80870541128,At Risk
CUST103809,598,4,45332.95844822136,At Risk
CUST106543,599,2,58767.87667222824,At Risk
CUST103833,599,3,34826.88221404728,At Risk
CUST103160,600,3,92422.80711885661,At Risk
CUST105058,602,4,207205.39580980438,At Risk
CUST101304,602,4,108392.90617547021,At Risk
CUST102869,602,3,89698.98958848165,At Risk
CUST102280,602,4,61127.520216272635,At Risk
CUST105220,602,2,105221.81571539363,At Risk
CUST107687,603,2,49492.13406799311,At Risk
CUST104920,603,3,127567.8001297432,At Risk
CUST107039,604,3,50020.07672218633,At Risk
CUST102874,604,3,62594.74070315412,At Risk
CUST104747,605,2,107885.72589529109,At Risk
CUST102705,605,3,62031.7111533203,At Risk
CUST103090,605,4,95845.57046073956,At Risk
CUST107662,605,3,90731.90938865088,At Risk
CUST100383,606,3,107810.55229393055,At Risk
CUST101403,607,4,205393.774504898,At Risk
CUST104678,609,4,122029.91831667567,At Risk
CUST103880,609,4,202146.48348957673,At Risk
CUST104295,610,2,60577.77615060083,At Risk
CUST102876,611,3,104616.6580027752,At Risk
CUST104165,611,3,116072.01292656288,At Risk
CUST103574,613,4,30244.57745349387,At Risk
CUST105259,615,3,105972.90371630754,At Risk
CUST106486,615,3,74188.8054820438,At Risk
CUST101422,615,1,84274.34648122186,At Risk
CUST105165,616,3,70602.5201355442,At Risk
CUST101206,618,3,89585.62010140016,At Risk
CUST105182,620,4,38356.4225458782,At Risk
CUST101555,621,4,225187.53962126115,At Risk
CUST106096,623,3,34741.39940799479,At Risk
CUST103694,624,3,80389.69144570694,At Risk
CUST102442,625,3,32930.81701198284,At Risk
CUST104353,626,3,38824.73091474624,At Risk
CUST101327,628,2,81872.37237922128,At Risk
CUST103598,629,4,95560.09636619389,At Risk
CUST100561,630,3,40202.383095732504,At Risk
CUST102382,631,2,37123.83388856296,At Risk
CUST100293,631,1,38636.274739335364,At Risk
CUST100897,632,3,119103.31185440085,At Risk
CUST100454,633,4,96719.09690189213,At Risk
CUST101388,633,4,298627.25076272566,At Risk
CUST103462,633,3,36355.03282588725,At Risk
CUST102048,634,4,33154.874978165906,At Risk
CUST102687,634,4,36926.63892235431,At Risk
CUST100031,634,2,165672.4042064072,At Risk
CUST101632,635,3,208632.6378108801,At Risk
CUST102151,635,4,95040.21052690709,At Risk
CUST102184,636,4,194622.2310935039,At Risk
CUST104540,636,2,66522.62763068563,At Risk
CUST100767,636,4,39501.80504090133,At Risk
CUST106022,637,3,117688.13399540307,At Risk
CUST102870,638,3,107124.72318356697,At Risk
CUST102578,638,3,111994.03255271554,At Risk
CUST101614,638,3,72374.87585715912,At Risk
CUST101612,638,1,93867.48681672256,At Risk
CUST102356,638,3,91170.10888726109,At Risk
CUST101166,639,3,144530.07979106187,At Risk
CUST101542,639,4,78458.54915891007,At Risk
CUST103151,640,1,54280.538748321844,At Risk
CUST102078,640,4,214235.48738511547,At Risk
CUST105471,643,3,162500.25578543698,At Risk
CUST105109,643,2,107819.69137981064,At Risk
CUST101338,644,3,192647.06945173725,At Risk
CUST103358,644,4,63186.43248413592,At Risk
CUST107440,644,3,249898.58676226198,At Risk
CUST105368,644,3,35141.98301290991,At Risk
CUST101091,645,4,218455.36633330106,At Risk
CUST103677,646,2,83247.98262257928,At Risk
CUST101198,646,1,30014.64701684704,At Risk
CUST101995,646,3,32294.95299476384,At Risk
CUST104259,646,2,106908.26639264615,At Risk
CUST105751,647,3,92439.26847543508,At Risk
CUST106893,647,1,31414.174756421646,At Risk
CUST104758,648,3,100593.22446672202,At Risk
CUST102561,648,4,198476.11568945035,At Risk
CUST101285,648,4,120898.36763647416,At Risk
CUST107476,649,3,40621.151586743144,At Risk
CUST100782,649,3,65418.692053918836,At Risk
CUST102933,651,4,74522.30467047583,At Risk
CUST104712,652,4,128976.13217159573,At Risk
CUST101638,653,3,92042.72253954542,At Risk
CUST100169,655,4,296642.8962184051,At Risk
CUST104121,656,3,88819.56073465192,At Risk
CUST100556,656,4,185764.23415603285,At Risk
CUST106368,656,2,42152.13674530717,At Risk
CUST100397,656,4,181098.97366020057,At Risk
CUST100330,657,2,85197.20029102245,At Risk
CUST100270,657,3,105415.58058385053,At Risk
CUST106715,658,2,70052.9183733117,At Risk
CUST104271,658,4,53064.01917897125,At Risk
CUST104552,658,3,40514.61714671996,At Risk
CUST100462,659,2,34019.40396038814,At Risk
CUST103261,659,4,221471.35535427043,At Risk
CUST100227,660,4,221656.82884648244,At Risk
CUST101100,660,4,108506.95810234932,At Risk
CUST106282,661,3,37612.901225966394,At Risk
CUST101482,662,3,98060.44664243536,At Risk
CUST105145,662,3,105895.11836037971,At Risk
CUST102420,664,2,141068.82499613252,At Risk
CUST106923,664,2,60312.307672874114,At Risk
CUST106741,667,1,75859.20704879561,At Risk
CUST107485,667,3,62116.013970361746,At Risk
CUST105163,668,3,114440.07357615235,At Risk
CUST106892,668,3,114708.43041567747,At Risk
CUST100461,668,2,167077.07270636328,At Risk
CUST107428,669,3,209000.00843045732,At Risk
CUST101058,669,4,167436.8807887575,At Risk
CUST103067,670,4,77242.45551924499,At Risk
CUST101530,671,3,55741.95122990591,At Risk
CUST100300,673,3,34824.69882422435,At Risk
CUST100815,674,2,87701.39987280461,At Risk
CUST101152,675,3,191757.95320775555,At Risk
CUST105352,675,2,30190.643967690536,At Risk
CUST101116,675,4,41833.123842842004,At Risk
CUST100969,678,3,133706.04277296708,At Risk
CUST100944,679,3,39666.497545502454,At Risk
CUST106681,679,3,116072.5344080576,At Risk
CUST102481,679,3,82979.34654812029,At Risk
CUST104726,680,4,266897.4438593062,At Risk
CUST100038,680,4,201194.79467037498,At Risk
CUST107254,681,3,84945.87989394671,At Risk
CUST100122,681,4,304545.235070725,At Risk
CUST101977,681,4,45579.14082506115,At Risk
CUST104100,683,2,170940.4753835266,At Risk
CUST102482,683,1,74980.9697279588,At Risk
CUST106385,683,3,83193.9601225271,At Risk
CUST107739,683,3,90533.67577985636,At Risk
CUST103597,684,4,107279.35568556548,At Risk
CUST104927,685,3,255285.96087618946,At Risk
CUST102305,686,3,31225.985309204512,At Risk
CUST101438,686,4,59310.731589242685,At Risk
CUST106379,687,3,238529.38673546782,At Risk
CUST102036,687,3,41256.97665039562,At Risk
CUST104755,688,2,80159.6900694486,At Risk
CUST105175,688,2,180541.9606058761,At Risk
CUST104247,688,3,101279.48704988492,At Risk
CUST106132,688,2,124628.29746662665,At Risk
CUST106696,690,3,36003.11365909803,At Risk
CUST104144,690,4,76504.67395593385,At Risk
CUST107490,690,3,50020.55387118495,At Risk
CUST100583,691,2,56200.21487207433,At Risk
CUST102208,693,3,207872.7151978967,At Risk
CUST101149,693,4,146239.86132768667,At Risk
CUST100748,694,1,48744.123925969914,At Risk
CUST104108,696,4,140480.96425439755,At Risk
CUST104469,696,1,45129.44178370218,At Risk
CUST107329,697,2,52716.17640714353,At Risk
CUST100512,697,4,39092.61125491407,At Risk
CUST101416,698,3,72350.710087839,At Risk
CUST104489,698,3,158010.8666154156,At Risk
CUST100187,698,3,188853.52454992427,At Risk
CUST104195,699,4,85939.73495058576,At Risk
CUST101395,699,4,58875.98007766716,At Risk
CUST107336,699,3,246092.64633801213,At Risk
CUST104541,699,3,212131.54316665904,At Risk
CUST101222,700,3,105286.08582532872,At Risk
CUST102201,700,3,67552.78392003532,At Risk
CUST104935,701,4,99250.8014047231,At Risk
CUST102119,701,3,92752.87202591413,At Risk
CUST100129,701,4,57513.460566008616,At Risk
CUST102105,702,3,45890.03283019455,At Risk
CUST100456,702,3,105826.35229729727,At Risk
CUST105959,702,3,45199.92343323493,At Risk
CUST104970,702,4,181751.88506281632,At Risk
CUST103082,702,1,44753.145158825806,At Risk
CUST107949,704,2,63231.155065191444,At Risk
CUST100497,704,2,49837.777102726075,At Risk
CUST106676,705,3,191408.41706725987,At Risk
CUST103180,707,2,53425.992547787166,At Risk
CUST103253,708,2,31311.422711813804,At Risk
CUST102647,708,3,94132.31004293927,At Risk
CUST101323,708,3,117979.51311099848,At Risk
CUST107861,711,2,174510.29604289724,At Risk
CUST100685,711,1,30399.017442775763,At Risk
CUST100893,711,4,110610.07732978495,At Risk
CUST101505,711,3,94208.8683372841,At Risk
CUST100972,711,2,69342.66852349445,At Risk
CUST106217,711,3,100262.74159902093,At Risk
CUST102723,711,4,85936.3335230083,At Risk
CUST104601,713,4,119529.06283807164,At Risk
CUST105049,715,4,84174.26675071659,At Risk
CUST102542,716,2,43469.785035086315,At Risk
CUST103422,717,4,228865.34991023102,At Risk
CUST102520,717,3,68423.21327179341,At Risk
CUST101983,718,3,126568.28254005761,At Risk
CUST105288,718,3,90210.79646212216,At Risk
CUST101855,718,4,90583.46665744684,At Risk
CUST103757,718,2,189183.8684557497,At Risk
CUST105161,719,2,30501.033205605214,At Risk
CUST102394,721,3,143502.1021755728,At Risk
CUST106201,721,2,47725.83975555025,At Risk
