CustomerID,Recency,Frequency,Monetary,Segment
CUST106589,33,8,433147.170553937,Champions
CUST100443,131,8,432323.9995682231,Champions
CUST100980,3,8,432071.6262683504,Champions
CUST104942,1,8,431762.5269796822,Champions
CUST105636,42,15,431470.03856899275,Champions
CUST104806,638,15,430423.4073518639,Loyal Customers
CUST107280,7,8,429708.7919194775,Champions
CUST102911,69,15,429278.6741342002,Champions
CUST103332,20,6,429198.5117122374,Champions
CUST100071,1,8,428803.1994461857,Champions
CUST104631,685,5,428752.21931102965,Loyal Customers
CUST102102,6,8,428659.070603797,Champions
CUST100204,500,6,427035.67348104157,Loyal Customers
CUST104085,731,8,424942.763332295,Loyal Customers
CUST104352,571,6,424327.84973240993,Loyal Customers
CUST103731,432,15,424011.32704775257,Loyal Customers
CUST103400,355,15,423684.2140818325,Loyal Customers
CUST101794,36,8,422423.23524956114,Champions
CUST105436,185,8,422402.4108832777,Champions
CUST107595,281,10,422026.83698397677,Champions
CUST102470,10,8,421779.62514473917,Champions
CUST105442,112,10,421446.94362719316,Champions
CUST107866,273,8,421282.4106930775,Champions
CUST102642,710,10,420937.07280569465,Loyal Customers
CUST107314,50,10,420877.8358110562,Champions
CUST104219,483,8,420037.7323446722,Loyal Customers
CUST104472,12,8,420009.8061652578,Champions
CUST102640,103,10,419739.5775859996,Champions
CUST105249,314,10,419148.85362602613,Champions
CUST104256,769,6,417517.92780222796,Loyal Customers
CUST106443,38,10,416887.2981774385,Champions
CUST105126,174,8,416821.9064923045,Champions
CUST105956,9,15,416738.6967218755,Champions
CUST103098,12,8,416728.35038045095,Champions
CUST106176,702,8,415974.3556697738,Loyal Customers
CUST102415,148,15,415352.6666519384,Champions
CUST101656,120,6,414937.663275034,Champions
CUST106007,2,15,414842.21248850814,Champions
CUST106536,717,8,414571.514506095,Loyal Customers
CUST104743,15,8,414223.5262691698,Champions
CUST103200,694,8,413790.0695239211,Loyal Customers
CUST102005,377,8,413101.13178918295,Loyal Customers
CUST103483,663,6,412870.05615588266,Loyal Customers
CUST100824,7,10,412657.62522982544,Champions
CUST106605,592,10,411723.5886314316,Loyal Customers
CUST105593,1,15,411679.9745223316,Champions
CUST106055,647,8,411439.80493173166,Loyal Customers
CUST103438,392,6,411269.4816065469,Loyal Customers
CUST107568,9,8,409936.5220217484,Champions
CUST101948,167,5,408116.52230872435,Champions
CUST107622,360,6,407732.4577984581,Loyal Customers
CUST107109,10,15,405612.4136793486,Champions
CUST106278,710,8,405289.37329138163,Loyal Customers
CUST103089,1,8,404797.5060436294,Champions
CUST100417,619,5,404033.11614889064,Loyal Customers
CUST102545,38,8,403926.3073909782,Champions
CUST107060,3,6,403254.0701015552,Champions
CUST106939,50,8,403119.3685867151,Champions
CUST103859,654,8,402973.2102178647,Loyal Customers
CUST105895,324,8,402732.7756038773,Loyal Customers
CUST104625,703,15,400136.8047445065,Loyal Customers
CUST100560,480,6,400002.2030659346,Loyal Customers
CUST106985,430,8,399836.80984219926,Loyal Customers
CUST101521,531,5,398601.5696907303,Loyal Customers
CUST107667,3,6,394867.19965762936,Champions
CUST101710,638,8,394226.8587223214,Loyal Customers
CUST106285,28,15,393386.1034878242,Champions
CUST105726,710,8,392986.752922929,Loyal Customers
CUST106640,253,15,392968.383440669,Champions
CUST106567,672,6,390284.0354901727,Loyal Customers
CUST101646,92,6,388967.82036337396,Champions
CUST102125,6,6,388904.9365676376,Champions
CUST102577,375,8,388429.68665991875,Loyal Customers
CUST100323,369,8,387171.6056650471,Loyal Customers
CUST101252,277,15,385874.2758638264,Champions
CUST105873,642,8,385152.660318306,Loyal Customers
CUST102295,168,8,384479.10869249806,Champions
CUST107149,421,8,383698.36837146495,Loyal Customers
CUST105540,413,8,383428.5597306057,Loyal Customers
CUST104309,205,6,382750.0977356562,Champions
CUST102761,302,6,382563.64558003924,Champions
CUST104126,652,8,382098.79234349594,Loyal Customers
CUST102771,504,6,381682.33340151864,Loyal Customers
CUST102042,73,10,380625.4519389869,Champions
CUST101704,9,6,379543.0839415117,Champions
CUST101237,366,8,379366.28741198225,Loyal Customers
CUST105450,13,6,378814.8678241188,Champions
CUST106623,8,15,378806.1835716871,Champions
CUST101976,166,6,377583.4758941297,Champions
CUST101838,77,15,377428.1718617658,Champions
CUST104629,535,6,376724.22987864225,Loyal Customers
CUST101161,5,6,375634.18710665515,Champions
CUST105881,803,8,375286.8132806613,Loyal Customers
CUST102753,269,15,374733.916697141,Champions
CUST107612,545,8,374489.25581201125,Loyal Customers
CUST104216,473,15,374306.546779119,Loyal Customers
CUST107751,146,6,374234.2181872477,Champions
CUST105376,441,6,373643.04861048516,Loyal Customers
CUST103435,17,6,372604.3747749848,Champions
CUST107108,404,6,372408.31827503256,Loyal Customers
CUST100501,598,10,372004.57176388364,Loyal Customers
CUST105363,7,10,371929.12512723164,Champions
CUST103116,348,5,371640.784823696,Loyal Customers
CUST106908,667,5,371048.3446704062,Loyal Customers
CUST103094,402,10,369943.88583366526,Loyal Customers
CUST101167,661,8,369319.1638074642,Loyal Customers
CUST104141,675,6,369107.14838459727,Loyal Customers
CUST105728,9,5,368904.0309855571,Champions
CUST107502,286,6,368170.1693852939,Champions
CUST100957,172,5,367116.31400268787,Champions
CUST101103,97,8,367034.902626555,Champions
CUST101903,454,8,366846.82356927596,Loyal Customers
CUST106448,55,6,366816.6354339265,Champions
CUST103561,169,10,366301.5885917025,Champions
CUST104738,247,8,365493.6137570603,Champions
CUST107934,196,8,365207.3948977693,Champions
CUST101684,694,8,365121.58038605395,Loyal Customers
CUST107224,379,8,364646.5669409353,Loyal Customers
CUST102961,445,10,364429.87033735076,Loyal Customers
CUST104188,636,8,364166.73168386926,Loyal Customers
CUST102397,383,6,363726.6003388822,Loyal Customers
CUST107293,416,6,363626.2081805136,Loyal Customers
CUST104845,54,6,363515.2831864939,Champions
CUST105499,15,5,363488.15242667845,Champions
CUST104830,39,6,363098.1421269822,Champions
CUST105715,12,6,362796.70858595683,Champions
CUST106255,521,8,362138.2360961937,Loyal Customers
CUST101931,484,6,361319.2300719811,Loyal Customers
CUST107470,11,6,361202.2569573273,Champions
CUST103170,341,15,361135.2694947876,Loyal Customers
CUST105245,105,6,361101.2415141029,Champions
CUST105333,806,6,360250.8264924089,Loyal Customers
CUST100255,371,8,358289.9778603352,Loyal Customers
CUST102835,646,6,357844.1609013724,Loyal Customers
CUST102562,729,6,357041.59037029237,Loyal Customers
CUST100955,229,15,356872.074731999,Champions
CUST101558,2,15,356845.3255753279,Champions
CUST106337,502,8,356578.1638308071,Loyal Customers
CUST101523,447,15,356201.2038176391,Loyal Customers
CUST101039,391,6,356175.7900920216,Loyal Customers
CUST103463,521,6,355652.9542821365,Loyal Customers
CUST103888,357,5,355323.0014980602,Loyal Customers
CUST101239,423,6,355002.5321665567,Loyal Customers
CUST100057,529,8,354571.1848679158,Loyal Customers
CUST101773,391,6,354430.9528015652,Loyal Customers
CUST101435,109,6,354310.05186849285,Champions
CUST101433,4,6,353586.2269989037,Champions
CUST107948,446,10,353495.64699816616,Loyal Customers
CUST107783,775,5,353466.7207046434,Loyal Customers
CUST100405,122,5,353402.88008995686,Champions
CUST104351,154,6,352851.33273559716,Champions
CUST104562,269,6,352535.89651722135,Champions
CUST106918,23,8,351920.03476840444,Champions
CUST104632,33,6,351189.4059037271,Champions
CUST107311,356,6,350760.3997594972,Loyal Customers
CUST100249,649,5,350397.84407803783,Loyal Customers
CUST100048,710,5,350177.87752411707,Loyal Customers
CUST100639,7,6,349680.44820136245,Champions
CUST105178,388,5,348822.8475557892,Loyal Customers
CUST100286,52,5,348592.84227590036,Champions
CUST100209,537,6,348160.39711070224,Loyal Customers
CUST101078,452,15,347925.7963377451,Loyal Customers
CUST105546,7,8,347740.12742535415,Champions
CUST100950,18,15,347446.279776186,Champions
CUST106002,351,8,346819.1135616812,Loyal Customers
CUST101816,160,8,346710.92882300366,Champions
CUST105675,102,6,346686.1158093628,Champions
CUST101841,425,6,345771.4263765764,Loyal Customers
CUST100542,123,6,345263.7644685148,Champions
CUST105703,452,6,345129.187282413,Loyal Customers
CUST105332,11,5,345092.6785923133,Champions
CUST106260,891,6,343787.1039860168,Loyal Customers
CUST101952,40,6,342415.7248508608,Champions
CUST103495,361,10,342375.89840588445,Loyal Customers
CUST105176,454,6,342230.396887947,Loyal Customers
CUST107129,116,6,341461.24627571285,Champions
CUST104718,76,5,341455.14673941786,Champions
CUST106924,7,8,341081.61890916334,Champions
CUST106516,11,8,340945.27029534493,Champions
CUST101908,661,6,340770.9144486981,Loyal Customers
CUST100263,744,5,340503.0077590668,Loyal Customers
CUST107653,340,5,339422.72808224295,Loyal Customers
CUST107250,363,8,338840.3069142513,Loyal Customers
CUST106887,152,10,338609.3447140108,Champions
CUST102414,275,6,337979.33170461067,Champions
CUST104972,347,5,337927.4456764613,Loyal Customers
CUST101408,375,6,337647.5013841757,Loyal Customers
CUST106457,71,6,337521.11671197985,Champions
CUST101985,714,6,336362.0468710847,Loyal Customers
CUST102926,76,6,336273.2913143686,Champions
CUST106739,700,6,336209.16566001665,Loyal Customers
CUST106762,394,6,336177.7950917933,Loyal Customers
CUST102682,5,5,336171.9218386824,Champions
CUST105778,8,5,335300.2396806607,Champions
CUST100002,9,8,334596.71752604895,Champions
CUST104399,185,5,333431.66726530605,Champions
CUST101107,4,10,332800.4072515807,Champions
CUST105534,333,5,332644.78229533305,Loyal Customers
CUST102697,21,5,331859.43390104163,Champions
CUST101839,154,6,331227.89973631315,Champions
CUST106862,6,6,330534.24493259913,Champions
CUST106268,350,4,329916.9758218172,Loyal Customers
CUST106654,691,5,329676.5717142798,Loyal Customers
CUST107969,318,6,329193.0264800126,Loyal Customers
CUST105573,76,6,328937.03086550185,Champions
CUST103709,11,15,328886.40597420675,Champions
CUST107346,533,5,328167.2874175793,Loyal Customers
CUST100384,377,5,327675.2809140441,Loyal Customers
CUST107749,2,15,327481.90109811974,Champions
CUST106682,46,5,326528.4640140288,Champions
CUST100606,9,15,325634.7100867276,Champions
CUST100692,225,5,325558.3205102686,Champions
CUST107782,659,6,325107.0300981654,Loyal Customers
CUST102021,455,8,324630.8558974589,Loyal Customers
CUST106370,33,5,324458.5133999813,Champions
CUST102564,707,6,324438.97914857866,Loyal Customers
CUST101233,174,8,323781.8345887846,Champions
CUST102376,92,6,323707.2249546668,Champions
CUST103102,9,6,323082.3713910557,Champions
CUST105718,109,8,322641.2615017221,Champions
CUST105210,52,5,321767.7280499921,Champions
CUST103451,766,5,321300.6267394552,Loyal Customers
CUST103370,278,5,321199.3267976909,Champions
CUST103078,346,5,321027.265326776,Loyal Customers
CUST105762,568,5,320663.0909840951,Loyal Customers
CUST103353,616,5,320570.5809272773,Loyal Customers
CUST100970,1,6,320559.607820755,Champions
CUST104260,105,8,320546.8090845372,Champions
CUST106896,52,10,319227.5798617048,Champions
CUST106463,47,5,318910.8638592029,Champions
CUST101961,8,10,318846.5269606109,Champions
CUST106328,621,10,318818.77962612064,Loyal Customers
CUST102357,314,5,317455.45449089387,Champions
CUST104777,210,5,317212.82804905303,Champions
CUST107817,538,8,317112.53661145427,Loyal Customers
CUST104637,144,5,317093.2008126866,Champions
CUST104087,80,5,316615.7678012861,Champions
CUST106530,118,5,316405.8554767699,Champions
CUST107141,332,5,316393.28304381995,Loyal Customers
CUST105364,587,4,315389.217028397,Loyal Customers
CUST104819,406,5,314948.67208565254,Loyal Customers
CUST107832,428,5,314845.2524969991,Loyal Customers
CUST102433,110,5,314594.66747207765,Champions
CUST102787,659,5,314422.9481600565,Loyal Customers
CUST105038,261,10,314379.8177355905,Champions
CUST100064,503,8,314097.02571403055,Loyal Customers
CUST104066,841,5,314088.7579238173,Loyal Customers
CUST101553,244,6,313610.01021450973,Champions
CUST102589,606,15,313570.29212207405,Loyal Customers
CUST100701,191,5,313307.9765344718,Champions
CUST104604,470,5,312892.5097931231,Loyal Customers
CUST104371,7,5,312872.85255828593,Champions
CUST107512,162,6,312718.9176501152,Champions
CUST100803,15,5,312617.80725862726,Champions
CUST104531,1,15,312296.6517486946,Champions
CUST105969,487,5,312180.89282516035,Loyal Customers
CUST104127,471,10,311880.4982649875,Loyal Customers
CUST107011,351,6,311050.79297606903,Loyal Customers
CUST107520,592,6,311019.27136192156,Loyal Customers
CUST102185,227,5,310938.82321907504,Champions
CUST106948,412,10,310747.9513244745,Loyal Customers
CUST106782,11,6,310559.56525399827,Champions
CUST106964,306,10,310394.78868836863,Champions
CUST100036,6,6,309028.2079758261,Champions
CUST101912,19,6,309017.91771692946,Champions
CUST100309,306,6,308643.8689512549,Champions
CUST106158,32,6,308513.24781501316,Champions
CUST107266,666,6,308427.39494456816,Loyal Customers
CUST107614,1,10,308257.16474712046,Champions
CUST105185,381,6,307367.1920623151,Loyal Customers
CUST103551,253,10,307324.35735405167,Champions
CUST103109,35,6,306895.7324075553,Champions
CUST100783,12,8,306420.6791832159,Champions
CUST102666,181,5,306396.24868778564,Champions
CUST105238,118,5,306320.29400468164,Champions
CUST107350,468,5,305583.9080883211,Loyal Customers
CUST106295,525,5,305435.9664932835,Loyal Customers
CUST102993,352,10,304056.85116798617,Loyal Customers
CUST107048,1,6,303498.7251016195,Champions
CUST105237,189,6,303427.00321562414,Champions
CUST105916,24,6,303404.6755668712,Champions
CUST100027,237,5,303127.4054465918,Champions
CUST101200,30,8,302828.38392665633,Champions
CUST105864,427,5,302739.4424731688,Loyal Customers
CUST105464,22,6,301865.1694003951,Champions
CUST106406,52,4,301719.8358438909,Champions
CUST100079,82,5,301497.4362825455,Champions
CUST104395,303,6,300486.84548210213,Champions
CUST105289,67,5,300199.26473527646,Champions
CUST105671,293,6,300112.994207132,Champions
CUST105110,11,6,299957.52124028804,Champions
CUST107044,106,8,299408.54879648855,Champions
CUST101484,92,6,299145.6528060096,Champions
CUST105305,109,10,299052.3936399835,Champions
CUST102650,762,6,298998.8466295553,Loyal Customers
CUST101389,10,6,298694.0860180133,Champions
CUST107722,13,8,298597.0467452425,Champions
CUST104493,17,10,298328.24487288337,Champions
CUST105431,150,8,298045.7006246152,Champions
CUST102264,10,6,297853.2074120707,Champions
CUST106413,6,5,297735.2143222093,Champions
CUST105519,110,8,297704.20629950275,Champions
CUST105099,400,6,297562.3272604624,Loyal Customers
CUST101390,91,5,297155.1489979375,Champions
CUST100233,300,6,296512.1393096174,Champions
CUST107267,233,5,296355.07215860276,Champions
CUST102183,266,6,295431.9659612256,Champions
CUST103433,261,5,294699.53958748316,Champions
CUST104949,616,5,294571.63906782336,Loyal Customers
CUST104340,746,6,294481.9246979788,Loyal Customers
CUST105737,60,6,294407.8559121457,Champions
CUST102727,703,6,294313.3071864438,Loyal Customers
CUST107924,269,5,294217.11826972064,Champions
CUST103455,319,8,294160.5426206946,Loyal Customers
CUST105427,595,15,293235.6481619824,Loyal Customers
CUST101269,14,8,293217.68410435575,Champions
CUST101531,109,5,293212.64559989265,Champions
CUST102473,522,8,292562.28683871607,Loyal Customers
CUST102311,737,6,292523.2067604828,Loyal Customers
CUST101059,137,5,292199.51082252694,Champions
CUST107261,1,6,292046.8932804853,Champions
CUST106583,384,10,291515.79837527836,Loyal Customers
CUST107655,701,6,290889.8030114039,Loyal Customers
CUST107486,358,5,290785.9424537767,Loyal Customers
CUST102164,570,5,290612.1391223721,Loyal Customers
CUST106405,421,5,290166.9836243367,Loyal Customers
CUST105036,711,6,289341.1549518806,Loyal Customers
CUST101680,6,8,288483.25552057906,Champions
CUST101968,221,10,288433.89573527925,Champions
CUST100318,196,5,288214.7740481538,Champions
CUST101619,210,6,287951.52343472326,Champions
CUST105480,2,10,287891.4873844858,Champions
CUST101519,675,15,287706.0486299379,Loyal Customers
CUST107709,660,5,287669.3462704447,Loyal Customers
CUST102160,734,5,287434.9219239761,Loyal Customers
CUST102572,741,6,287010.34416780237,Loyal Customers
CUST106796,339,6,286988.1956415686,Loyal Customers
CUST105091,232,5,286761.66390541836,Champions
CUST102667,732,6,286735.7846477105,Loyal Customers
CUST106056,13,5,286693.24023876054,Champions
CUST105037,25,8,286658.9111025029,Champions
CUST101467,10,8,286514.6772539555,Champions
CUST105595,36,6,286322.88612691016,Champions
CUST107004,417,5,286130.757613515,Loyal Customers
CUST105509,638,8,285971.52309175226,Loyal Customers
CUST103834,770,6,285325.9067676286,Loyal Customers
CUST100549,459,6,285196.8706293848,Loyal Customers
CUST107148,669,5,284814.8289180298,Loyal Customers
CUST102688,570,5,284809.71287208615,Loyal Customers
CUST104940,457,8,284390.2801193146,Loyal Customers
CUST103581,68,5,284325.09921276884,Champions
CUST106155,5,10,284197.40573696455,Champions
CUST107746,213,4,284102.6295817765,Champions
CUST106121,12,8,284038.8675651018,Champions
CUST107050,10,10,284007.4921358197,Champions
CUST102163,753,10,283508.6461904867,Loyal Customers
CUST100147,543,10,282611.91765521566,Loyal Customers
CUST102972,650,10,282492.5511529401,Loyal Customers
CUST106283,767,8,282293.0010031848,Loyal Customers
CUST101392,243,5,282141.08866236854,Champions
CUST107272,49,5,281721.6951856583,Champions
CUST105628,534,4,281667.0254849886,Loyal Customers
CUST102503,230,6,281468.87447044475,Champions
CUST103948,35,10,281399.5799922632,Champions
CUST106224,446,5,281363.2646983979,Loyal Customers
CUST105557,355,5,281339.5544576564,Loyal Customers
CUST101160,5,5,281137.1095021244,Champions
CUST103050,586,5,280514.94401596463,Loyal Customers
CUST106010,565,5,280441.80117009,Loyal Customers
CUST106076,508,5,280025.42043959076,Loyal Customers
CUST101683,406,6,279112.8216863212,Loyal Customers
CUST107938,774,4,278608.964486081,Loyal Customers
CUST103198,26,6,278544.5176137512,Champions
CUST103443,167,5,278541.51636739785,Champions
CUST100142,31,5,277945.3298895869,Champions
CUST105665,84,4,277608.7464413951,Champions
CUST103021,212,10,277446.4759268523,Champions
CUST104571,476,5,277170.2788857879,Loyal Customers
CUST103374,689,5,277058.6899199128,Loyal Customers
CUST102594,58,6,276183.9164625825,Champions
CUST102493,600,10,275994.45237852563,Loyal Customers
CUST107621,50,10,275839.7166933989,Champions
CUST107698,2,8,275771.34962401225,Champions
CUST102240,20,6,275594.1091920496,Champions
CUST103132,618,5,275559.095604412,Loyal Customers
CUST100260,201,5,274947.0417449664,Champions
CUST103240,575,5,274793.18210520735,Loyal Customers
CUST107631,369,10,274433.65185188566,Loyal Customers
CUST100102,591,5,274329.0670280389,Loyal Customers
CUST106270,349,4,274130.93079203926,Loyal Customers
CUST106130,4,6,273903.57525200874,Champions
CUST103228,32,5,273855.12701161334,Champions
CUST103473,661,10,273844.71588809055,Loyal Customers
CUST102169,465,5,273818.27946318564,Loyal Customers
CUST102629,505,8,273642.437573746,Loyal Customers
CUST101658,37,6,273430.13953504944,Champions
CUST103179,582,5,272854.35655539145,Loyal Customers
