LoanID,BorrowerID,LoanAmount,CreditScore,DebtToIncomeRatio,RiskScore,Status,InterestRate
LN001356,BW000456,146326.84615866322,594,2.2483427443455892,90,Current,17.4198960782459
LN005826,BW004926,281360.24078130524,578,3.0458946262172,90,Current,16.068452428205255
LN005871,BW004971,114234.4206596457,583,0.9686238915382176,90,Current,14.333547384025369
LN005867,BW004967,300804.2929466724,529,1.9322264749751892,90,Current,17.164688133203867
LN001340,BW000440,443057.33254939097,587,2.2943310496475156,90,Paid Off,16.467134431410166
LN005294,BW004394,210864.26278923493,522,0.5068708869145406,85,Current,15.386958163211165
LN005277,BW004377,138975.13426077415,608,1.4158067205292657,85,Current,16.22638145169403
LN003973,BW003073,208664.16950680336,599,1.2073397657190095,85,Current,16.55725967551453
LN003804,BW002904,294937.0251401056,556,0.7042314848316683,85,Paid Off,14.230493526736648
LN004325,BW003425,202297.69030021993,531,1.2371951969521866,85,Current,17.822122571771498
LN003962,BW003062,369695.74961259344,544,1.1834899543974733,85,Current,16.109945515181344
LN003852,BW002952,273733.01577152766,576,0.5224380741863747,85,Current,14.153739644120678
LN003797,BW002897,164652.07996639182,555,1.7142533387482521,85,Current,15.165619547599382
LN004459,BW003559,400663.86926461814,549,1.088846743245165,85,Current,14.373947453253518
LN005945,BW005045,46464.68200815389,551,0.7898591837855473,85,Current,17.833467571067025
LN001022,BW000122,449784.3233209042,552,5.2166261628722665,85,Defaulted,17.760533769831113
LN004582,BW003682,148136.7051889287,520,0.7663658772574368,85,Paid Off,17.35371422770067
LN004518,BW003618,194570.15150098718,623,1.2656096346009202,85,Current,14.28805063383721
LN001748,BW000848,421781.846388822,454,0.8549342077785405,85,Current,17.603040649802928
LN004377,BW003477,410658.0635266127,580,0.741652516748278,85,Defaulted,14.026962254356269
LN001475,BW000575,76936.71274814954,584,0.5241702647738669,85,Current,14.02933660334472
LN001571,BW000671,359113.60350343434,568,5.571947341678624,85,Defaulted,15.886505460781047
LN002152,BW001252,264720.76398627134,589,0.710299162827755,85,Paid Off,15.217471133718204
LN004904,BW004004,416130.83400114015,582,6.125803337305626,85,Late,17.952766238014842
LN005062,BW004162,492841.415521152,563,1.4417448369727672,85,Current,14.283421761716623
LN002853,BW001953,110398.3454888876,643,1.2451600864472194,85,Defaulted,14.78652816986401
LN002951,BW002051,179638.97458662337,623,2.3603133416647992,85,Paid Off,17.93532057204502
LN003141,BW002241,267282.2299641554,589,4.121873100116812,85,Current,14.572610491396103
LN002255,BW001355,391837.6704129931,562,1.053368119882261,85,Late,14.511173953031289
LN003386,BW002486,420770.7044877223,592,1.9834728711721799,85,Current,17.465351587834206
LN003322,BW002422,390897.59252373426,541,0.6798302158805362,85,Paid Off,16.27544318944471
LN005247,BW004347,189330.2472685646,497,0.524666949021379,85,Late,14.064765942309254
LN003350,BW002450,463851.9175419252,588,1.3127375788456284,85,Current,14.957109851532424
LN003244,BW002344,154789.78234980837,645,1.4050686907828032,85,Current,17.38144862632205
LN003392,BW002492,452619.014147693,586,1.5892232420412047,85,Defaulted,17.689292245914675
LN001893,BW000993,356535.7669621295,543,0.8968396741229328,85,Late,16.641547352803556
LN002335,BW001435,233689.75614528303,557,3.6528041726239326,85,Paid Off,15.67861897943602
LN003440,BW002540,181488.36089106477,600,1.9468458008609275,85,Current,14.915705164976709
LN002357,BW001457,421893.9897040787,589,6.354365617109773,85,Current,17.584908229232433
LN002656,BW001756,446793.152451605,538,0.7576655611379759,85,Defaulted,15.107958301548837
LN005081,BW004181,82761.86304332058,592,1.3573114261635844,85,Late,17.321555464123048
LN005121,BW004221,466686.904250576,493,7.639549285182294,85,Current,15.907307976384226
LN005850,BW004950,155412.22293251354,648,1.01916160054941,85,Current,17.22502618483766
LN005564,BW004664,367026.13760760374,636,5.773237161585637,85,Current,17.274357084778437
LN002758,BW001858,318329.3640252471,618,2.0357835432467803,85,Late,17.252204828573234
LN001127,BW000227,381708.81173850386,548,1.086431421501047,85,Current,15.72896313557005
LN002763,BW001863,367227.1524180587,557,0.7457859166555253,85,Late,15.624495230524975
LN005689,BW004789,383023.5160548484,500,0.9095929861024767,85,Defaulted,17.196849926732053
LN003488,BW002588,320063.09517862136,541,0.9389114280879431,85,Current,16.521664113676472
LN005191,BW004291,162311.55472505433,557,0.5151501492280595,85,Current,16.82621917571961
LN004277,BW003377,49625.93275962692,587,0.7757777192560388,85,Defaulted,17.319997574379297
LN004035,BW003135,71696.2926537516,598,0.5841369418129417,85,Paid Off,14.269658508571391
LN002061,BW001161,49157.24661439709,663,0.6464041994281925,80,Late,10.13220877951776
LN002147,BW001247,279148.8608385992,646,1.2096853162915593,80,Defaulted,15.908640185646327
LN001890,BW000990,406359.9161143241,534,1.7956660423977806,80,Late,16.026199999634187
LN002173,BW001273,462750.00055285904,476,2.495539408391513,80,Defaulted,14.425790355332431
LN004148,BW003248,414612.63283791445,628,4.234731944335317,80,Current,14.856433646911984
LN004126,BW003226,376750.896594179,579,4.382755358642963,80,Defaulted,17.841177163524527
LN004072,BW003172,132177.80820039156,532,0.8243178855362611,80,Current,17.401824979942923
LN001650,BW000750,254094.10535502405,648,1.1951271626251645,80,Current,17.27693684840968
LN001730,BW000830,374138.1981722727,635,0.717463545839642,80,Current,15.349436313429118
LN001790,BW000890,254514.68947547005,542,2.254171420551393,80,Current,17.847459497391995
LN001437,BW000537,74848.2590405688,601,0.6383949482752753,80,Current,17.297401788997398
LN001805,BW000905,111982.3691826373,503,1.053790458690702,80,Current,14.773788912047749
LN001091,BW000191,269859.510872161,642,0.831413350774419,80,Late,16.00878004132497
LN001090,BW000190,184384.9800627334,627,1.176479985702467,80,Paid Off,14.850723137364906
LN001002,BW000102,218812.7842278473,504,0.8102392129596341,80,Paid Off,14.186662652854462
LN005991,BW005091,344542.7681847119,599,1.6171281553634427,80,Current,17.982784827083357
LN005906,BW005006,451223.5582483018,576,1.1042338744860087,80,Late,17.364823993432708
LN005914,BW005014,294470.7223525234,596,2.034025046193729,80,Current,14.892680391400198
LN005922,BW005022,210928.28823804596,589,0.4118643294183965,80,Defaulted,14.350601438036737
LN004411,BW003511,489185.1078598549,553,1.5654413353212147,80,Current,16.608997618924278
LN004722,BW003822,198077.5376784352,616,0.9010554496600165,80,Current,16.521134623288752
LN004868,BW003968,120484.2691019102,584,1.4968362804144608,80,Paid Off,16.562489354897874
LN004769,BW003869,218426.5370875113,603,3.716454262807142,80,Current,17.49791882582422
LN004901,BW004001,476116.87131302874,596,1.9670445606150189,80,Paid Off,14.350644865706231
LN004633,BW003733,287224.80044083355,547,3.645130659107716,80,Defaulted,17.94681393798259
LN004639,BW003739,188564.29754412657,545,2.657374628745809,80,Defaulted,17.60180884684833
LN004746,BW003846,276704.94527811155,592,2.6550744743424834,80,Current,15.724534713002623
LN004819,BW003919,431860.3098568438,618,1.8163036267502692,80,Current,14.030021551097622
LN001821,BW000921,361450.3189968749,648,1.1049773404042842,80,Late,14.480637034942488
LN001844,BW000944,341055.91690395266,581,0.6094780121987081,80,Late,15.715549725400843
LN001419,BW000519,180674.35332584425,536,1.8727301226663489,80,Current,16.126644095057934
LN001412,BW000512,286147.27717145986,574,3.738808511663634,80,Current,15.694191663967585
LN001050,BW000150,146427.48270952105,494,1.2617906457483006,80,Paid Off,17.208436996106936
LN001213,BW000313,489925.1239417723,623,1.2833147225137462,80,Current,14.104786834128259
LN001089,BW000189,295598.7709476008,567,1.5383320053097977,80,Current,15.809758064530774
LN004348,BW003448,293798.00937787077,606,1.9577846297086543,80,Defaulted,16.711719625264394
LN004416,BW003516,115955.27275840093,594,0.5437577090186517,80,Current,14.027345641039068
LN004550,BW003650,192237.96070479698,581,1.691319502266155,80,Late,16.240016645020997
LN004539,BW003639,448976.756806274,619,3.853349602724365,80,Paid Off,14.200560088410944
LN001744,BW000844,346462.72798433056,587,3.6317601225191867,80,Paid Off,17.63834678021511
LN001935,BW001035,236284.4654823744,593,0.45749102306357836,80,Paid Off,14.88597419543856
LN005312,BW004412,341780.4561046427,625,1.9900895559195437,80,Defaulted,16.479905654681
LN005300,BW004400,306178.7232891096,591,0.6457072216177296,80,Defaulted,14.634801212737967
LN005504,BW004604,135715.54783914046,563,1.105897781813959,80,Defaulted,14.170959658773914
LN005015,BW004115,271647.76682977256,581,2.1299202473162846,80,Defaulted,14.69239863162122
LN003439,BW002539,385046.9272457688,642,0.9400224084592742,80,Current,14.002039956063774
LN003414,BW002514,456477.0067074426,604,2.5415118344529586,80,Current,17.75508644405756
LN004998,BW004098,290031.80907826684,512,2.1807371373654694,80,Current,17.18977678984492
LN002412,BW001512,322354.13520072977,603,1.5034811313319318,80,Current,17.64716776146641
LN002661,BW001761,415829.1698828827,606,1.2657873692659138,80,Defaulted,16.77345046069884
LN002267,BW001367,474063.23829582246,577,4.1578779980744045,80,Current,14.473587365710616
LN002275,BW001375,434910.7029892686,592,1.5232462684607406,80,Defaulted,15.726867540106443
LN003325,BW002425,237846.1946577663,581,2.245476625214444,80,Paid Off,17.116046088131387
LN003724,BW002824,400085.44161867193,632,2.8968046604357056,80,Late,14.969505838597025
LN003253,BW002353,310976.5533965085,577,1.373200634204769,80,Current,15.734480341251064
LN003608,BW002708,442072.98878530564,631,0.954431740827336,80,Defaulted,17.580552103846063
LN003755,BW002855,352440.1752151419,632,0.6230444188583192,80,Current,16.575984930557944
LN003357,BW002457,257068.26285481497,645,1.1228414698393783,80,Current,15.459914161874988
LN003300,BW002400,169443.54111948563,565,1.4793673130638838,80,Current,16.559374025111588
LN002643,BW001743,309586.37773099437,587,0.8959544503846136,80,Defaulted,17.05441743665198
LN003778,BW002878,399605.1040619068,507,1.4389441573047266,80,Current,17.073730217030498
LN004055,BW003155,259136.3333351644,632,3.204430485963911,80,Current,15.40346529034089
LN004189,BW003289,243091.85151337145,632,1.2537476248206634,80,Defaulted,14.601104363352677
LN003840,BW002940,123816.62426529345,581,1.1901923569486628,80,Current,15.23591621442004
LN004289,BW003389,396638.3910443178,588,0.8254519524042572,80,Defaulted,16.746539023143885
LN004192,BW003292,326456.7221523664,603,0.6475805167129661,80,Paid Off,15.217277390101756
LN004297,BW003397,379059.56509068894,535,0.5779587841670293,80,Current,17.766241477295836
LN004274,BW003374,436479.01391386567,624,6.247260810210467,80,Current,15.258400383765412
LN003531,BW002631,386593.36322339304,569,3.288003580986563,80,Late,16.163271911423045
LN005295,BW004395,333312.9647743368,662,3.231614752172267,80,Late,10.707782482582374
LN003505,BW002605,166913.399168407,538,0.6985657598326331,80,Current,14.376587009132894
LN003966,BW003066,327507.1942556787,642,1.9348227031705068,80,Defaulted,17.36130423881753
LN005107,BW004207,409060.09642644646,562,2.055669506572756,80,Current,15.903172786144808
LN005087,BW004187,389442.22269725247,559,0.8581172532366909,80,Current,14.401546707974465
LN005067,BW004167,289754.5969898317,588,2.59919617290863,80,Current,14.925200292311988
LN005056,BW004156,181877.98341392502,606,0.8080339372538774,80,Late,14.094587204280721
LN002981,BW002081,494574.4246691189,600,0.8090803305677581,80,Current,14.876799213557618
LN003074,BW002174,377777.765248458,639,0.8026825618149609,80,Defaulted,15.652226492854012
LN002950,BW002050,251882.01284002938,526,2.0949776125652066,80,Paid Off,14.95911895537619
LN002969,BW002069,394977.4281518209,639,2.4686026503443768,80,Current,14.503187969751783
LN002584,BW001684,343849.49435050535,474,0.9931268359481118,80,Current,15.209375047356035
LN002621,BW001721,292091.74362378154,648,0.6193132253131237,80,Current,14.792318922240405
LN002624,BW001724,345756.3689388196,609,3.145623249272169,80,Current,17.698589914236624
LN002524,BW001624,478517.2810448173,548,0.9436848439067671,80,Current,14.5053796081128
LN002913,BW002013,335919.9435308263,528,2.6651651459055445,80,Paid Off,14.209417800743195
LN002557,BW001657,324676.3856253477,642,0.8605740241311329,80,Defaulted,15.719270792565528
LN004977,BW004077,334533.8818883128,548,0.6182341991771624,80,Defaulted,17.886192788483342
LN005139,BW004239,116233.96602659211,597,0.8984559376422139,80,Defaulted,15.862070377718293
LN002770,BW001870,450637.12842820736,634,0.9563808443189302,80,Current,16.431635790427762
LN005190,BW004290,443950.1820706511,633,0.978014951848026,80,Current,17.177302473082356
LN002485,BW001585,393694.8007347473,647,0.7095955496189087,80,Current,16.62728922605684
LN002771,BW001871,375396.3103266421,619,1.3311626017620874,80,Defaulted,15.031190648656503
LN001359,BW000459,354783.96041646024,466,2.9323251879036247,80,Current,15.8569540789569
LN001239,BW000339,483290.4882998651,594,0.5965646033991004,80,Current,17.433366707196484
LN001361,BW000461,178350.4805899115,699,1.6855194971418024,80,Defaulted,12.0720322656185
LN001367,BW000467,387962.96962335455,590,3.496427189172621,80,Late,15.473388855177404
LN001151,BW000251,227469.74843080016,639,0.8196285368184318,80,Late,16.46857994641612
LN002710,BW001810,366727.3394173832,568,0.7145757332331235,80,Paid Off,16.754921430425295
LN002722,BW001822,460912.0213399424,600,4.339333273041157,80,Defaulted,14.604731677349017
LN001120,BW000220,116098.08305914703,520,0.949293113783974,80,Current,15.09183749942526
LN003218,BW002318,341908.84455935453,616,0.8959779811336703,80,Current,16.246196291211515
LN005528,BW004628,401923.9537964324,580,2.8637220140473953,80,Current,16.342014774320308
LN005555,BW004655,498971.0319759882,625,1.4010365336864719,80,Defaulted,14.35278876846236
LN005715,BW004815,287439.82144307724,597,1.1152851369888088,80,Current,15.83923988835549
LN005643,BW004743,401648.40080134734,503,0.6421605372951712,80,Current,16.428779764172674
LN001064,BW000164,302958.0207927753,634,0.8597873553423393,80,Late,14.354810135028222
LN001079,BW000179,313930.2643700096,645,1.7384523116049557,80,Current,16.990437520705004
LN001080,BW000180,453703.69492745074,516,1.8894941696951375,80,Defaulted,15.331263143649938
LN001103,BW000203,212291.4098215762,627,1.0162261386238631,75,Current,17.08364550825708
LN001068,BW000168,434271.415631988,571,1.8812120804608843,75,Current,15.076972923797523
LN005950,BW005050,434302.9445330805,551,0.9323339999362454,75,Current,15.800882373862938
LN001083,BW000183,245746.95358782585,696,2.4122862374516707,75,Current,12.889010273572264
LN005690,BW004790,444798.2238425278,643,0.9063106149439462,75,Paid Off,15.27988993005733
LN005710,BW004810,342104.43096399785,578,0.6202417376936982,75,Current,15.565058709881926
LN005736,BW004836,473589.69481728773,670,4.723532881420518,75,Current,13.816107199962756
LN005757,BW004857,292298.7965678616,635,0.6666125736796636,75,Current,15.274847774778818
LN005624,BW004724,320839.88879970665,501,0.646630075641072,75,Current,17.031406804423806
LN005646,BW004746,334766.21807288844,575,0.6473725986287507,75,Current,16.259806262476275
LN005659,BW004759,437856.38993327407,623,0.5887596119728491,75,Current,14.864402390650042
LN005668,BW004768,428090.0165170997,571,0.9935490128194102,75,Current,15.565908734358263
LN005682,BW004782,452955.0177568142,563,1.2507507181303001,75,Late,16.734531760388418
LN005568,BW004668,457573.9008894206,563,2.6655066457146015,75,Current,16.43687475841074
LN004712,BW003812,408093.8015890798,543,0.5545147019444319,75,Defaulted,14.409281510045146
LN004713,BW003813,202083.13937129386,640,0.7080749952390925,75,Current,14.472080301809086
LN004603,BW003703,166697.49990248485,537,0.9177237536848883,75,Current,15.950675316924318
LN004617,BW003717,145589.6673665598,577,0.8259785527463255,75,Defaulted,16.53065922800417
LN001537,BW000637,243887.61165245273,587,0.5413059680590426,75,Paid Off,14.424502341963983
LN001540,BW000640,428497.80610075686,551,0.9254025937328455,75,Defaulted,16.593858227600947
LN001471,BW000571,296060.22939766606,591,0.8339403079120086,75,Current,16.014187926047544
LN001477,BW000577,89094.10124343335,593,0.6127676208276659,75,Defaulted,17.185937557318322
LN004727,BW003827,482234.92160942906,587,1.2718574820226847,75,Current,14.388189686124463
LN004747,BW003847,140870.16113224026,582,0.5768064100562625,75,Defaulted,17.58820087418586
LN004751,BW003851,222429.60546167192,565,0.6477269538397323,75,Current,16.178029885608293
LN004768,BW003868,473781.4895352335,598,1.3292975590894085,75,Paid Off,14.230842935558044
LN004672,BW003772,114219.55264630592,621,1.8873611203173855,75,Defaulted,16.009855037522925
LN004673,BW003773,215788.36236573107,587,1.0915670074908033,75,Late,15.51019075234619
LN004681,BW003781,272508.8964501267,642,0.5413678240726413,75,Current,17.749314320460414
LN004694,BW003794,436790.88269553194,582,2.07203244076281,75,Defaulted,17.83371531695324
LN004880,BW003980,416650.56727771525,470,0.9816778704620042,75,Defaulted,15.152412839084691
LN004896,BW003996,127591.15600940502,598,0.509729416536085,75,Defaulted,15.693515676162209
LN004902,BW004002,444975.59322333825,533,0.8101017982167261,75,Defaulted,15.709335014656421
LN004791,BW003891,72045.86680805498,612,1.1170312261131914,75,Current,17.145927331396564
LN004800,BW003900,295155.16976573464,593,1.6766665176814546,75,Current,16.58732617134858
LN004843,BW003943,345416.04837745946,552,1.3209882192183815,75,Current,14.886979548651771
LN004854,BW003954,445536.22260799573,574,1.0291906369239816,75,Current,14.138199125126759
LN004864,BW003964,305722.50833415217,569,0.6231054297190021,75,Paid Off,17.088755821994376
LN002084,BW001184,418336.6762439885,592,1.8439173435470624,75,Paid Off,15.494563273866794
LN001942,BW001042,264260.4557936607,600,2.805080296366704,75,Current,14.048279741202471
LN001944,BW001044,453456.96343708393,638,0.971607581451795,75,Current,16.894322801759923
LN001955,BW001055,210349.56524747016,609,1.6874475827757278,75,Defaulted,16.08773985625831
LN001963,BW001063,346402.25975662493,581,1.0239977908649567,75,Defaulted,14.243648907486108
LN001988,BW001088,406559.12640867213,560,2.2030279988244845,75,Defaulted,16.81741182588852
LN002007,BW001107,467725.48998838227,555,0.953926917804852,75,Current,16.929203082432725
LN004182,BW003282,230107.6434899927,538,0.9890082799435231,75,Paid Off,16.656435561932117
LN002775,BW001875,360673.980020168,640,0.9208191708718874,75,Late,17.954098669303686
LN002776,BW001876,419723.7313621824,577,1.354725200608698,75,Defaulted,17.42303201760212
LN002806,BW001906,458906.78160479426,647,1.3929233690308118,75,Paid Off,17.1732726853378
LN002726,BW001826,265117.16895361216,618,2.722370036312339,75,Current,16.86297615600187
LN002739,BW001839,413580.1465990363,537,2.1361646840909208,75,Current,15.51608878186508
LN002995,BW002095,409594.38966952823,585,2.3445823276301923,75,Current,15.621885891547915
LN005143,BW004243,309729.07444307784,570,0.6181686499790024,75,Current,14.502014175052805
LN005163,BW004263,149079.05249736737,578,0.8172870836268016,75,Current,14.72377981694998
LN002439,BW001539,205235.6195419902,615,0.6062473612822012,75,Defaulted,16.9899718235256
LN002451,BW001551,345004.39202684135,596,0.7929271320878912,75,Current,15.066200481817148
LN002470,BW001570,411687.8291882023,516,1.1404368443478932,75,Defaulted,16.220036345899405
LN002819,BW001919,335113.1590808194,560,0.9229325779764103,75,Paid Off,15.074471828375197
LN002821,BW001921,328902.92635034997,565,0.5778237048821951,75,Current,15.015865593248888
LN002877,BW001977,267553.29054782464,590,2.074027977345676,75,Defaulted,17.940504894704496
LN002925,BW002025,461798.35747619387,567,1.2073621144676618,75,Current,17.986245678055425
LN002943,BW002043,493608.8262513173,498,1.0743042817611834,75,Late,15.319311317699517
LN002993,BW002093,270986.06626443524,584,0.8661780873366863,75,Current,17.241709476259274
LN002600,BW001700,470472.4469467449,581,0.6237634314133604,75,Current,14.151577451535985
LN002603,BW001703,228143.889471519,578,0.5355846822130819,75,Current,17.241607763435933
LN002528,BW001628,112053.43101294448,578,0.9144029452554919,75,Current,15.868696533409786
LN002529,BW001629,443952.39172850124,543,1.7469532809253567,75,Current,16.82075591566942
LN002535,BW001635,324203.3768150776,583,0.7426720567795585,75,Current,17.057600445557224
LN002561,BW001661,223841.35437285056,591,0.6631109623395879,75,Current,15.566527823815267
LN002435,BW001535,161208.78754908766,636,0.9285736652302807,75,Late,15.354558778745874
LN003081,BW002181,404240.5709058881,560,2.2367089757802905,75,Paid Off,17.496183657364657
LN003103,BW002203,328004.80764577736,567,1.3218714190921366,75,Defaulted,16.52599642669399
LN003115,BW002215,240730.12539192135,584,1.1932522835401405,75,Current,16.39301172206821
LN003119,BW002219,244317.1868400588,565,2.05981078606338,75,Current,16.29046156858051
LN003125,BW002225,335078.54518651974,646,1.5462267499117284,75,Current,17.911388349312226
LN003022,BW002122,342440.75498327886,556,1.914469439293831,75,Late,14.534680995458809
LN003036,BW002136,336450.62220566213,582,2.2321840116684237,75,Late,17.346869461898493
LN003045,BW002145,426210.7595794543,598,1.071606761276095,75,Late,17.42534929934283
LN002310,BW001410,315582.30880266475,572,1.6869778318252964,75,Defaulted,16.981809654028083
LN002226,BW001326,402213.6140133394,448,0.5713753797798009,75,Current,17.806321237759477
LN002235,BW001335,328000.8044864573,554,1.679805164166328,75,Current,15.780444138880512
LN002238,BW001338,463144.4413018006,571,2.308743085607749,75,Paid Off,15.06598880005138
LN002253,BW001353,341168.77151075663,576,0.6590144726157349,75,Current,16.098342316294097
LN002270,BW001370,270766.12890760886,593,1.4167539680132417,75,Current,15.611014474989767
LN002639,BW001739,435241.2003134347,495,0.7475260662166004,75,Current,17.144461791212528
LN002651,BW001751,327034.52159912634,580,0.5749797321471304,75,Current,14.70989176522993
LN002410,BW001510,276724.6458667441,572,1.0142148095800088,75,Current,17.53767189937855
LN002421,BW001521,456156.473332308,576,2.967614634509224,75,Current,14.419756721311797
LN002343,BW001443,440006.4742525336,558,0.521352634062507,75,Defaulted,15.043233708771105
LN002348,BW001448,443832.68199905806,589,1.594379677671542,75,Defaulted,17.91740009729557
LN002350,BW001450,396580.71102166566,635,0.5112038463337792,75,Paid Off,14.905323358948298
LN002354,BW001454,260534.3496613725,631,0.7933315614409938,75,Current,14.29669052113969
LN002279,BW001379,184995.7356417227,593,0.5081433231770526,75,Current,16.668874442373834
LN002309,BW001409,383289.13950194273,678,2.814522857726833,75,Late,12.344954688119579
LN004979,BW004079,129698.77310021185,509,0.5904400762738512,75,Current,14.646355871878363
LN004988,BW004088,226418.24654918886,548,1.0606676704373839,75,Defaulted,17.882676904785846
LN003447,BW002547,229979.282486388,604,0.7512368147069517,75,Current,17.244315122362035
LN003451,BW002551,176405.76190631717,580,0.9279303635005076,75,Current,16.355349877367324
LN003371,BW002471,344784.89529175754,539,0.7863281317352614,75,Current,15.755719774331856
LN002376,BW001476,377269.3873829323,643,1.2298645500230738,75,Defaulted,17.50810908504655
LN002400,BW001500,470043.03941886337,584,1.96599242586065,75,Current,14.047421172840975
LN002409,BW001509,480302.07255730423,597,0.8918749374090553,75,Current,15.657107390359531
LN005082,BW004182,289510.10773891653,614,1.9677532437875978,75,Current,17.04452621431245
LN005083,BW004183,237922.01446214743,552,1.222645785836116,75,Current,15.44094875524734
LN005092,BW004192,442838.84621429595,536,1.1062377714679985,75,Current,17.50454861812831
LN005101,BW004201,424505.9943787376,646,0.9830721345824558,75,Defaulted,14.669805842090062
LN005001,BW004101,337248.98121980473,594,0.9704670491342257,75,Defaulted,16.554656308638716
LN005041,BW004141,478640.9585025656,641,3.506000577049769,75,Current,14.132335375118169
LN005060,BW004160,419763.9412194472,579,1.981752682740379,75,Current,15.792340303610324
LN004976,BW004076,379580.76278731367,561,1.59273673539319,75,Current,16.224806648468277
LN005470,BW004570,470553.16671185853,575,1.8077992657354798,75,Defaulted,14.94095010989778
LN005490,BW004590,375022.14994628815,580,0.4870857493901592,75,Current,17.483674067123488
LN005313,BW004413,450449.28270705906,575,1.3839665194486126,75,Late,17.151110964077233
LN005318,BW004418,271878.70388003794,599,0.504929432660117,75,Current,17.751715819084765
LN005327,BW004427,321105.3589218429,553,0.5586876075527611,75,Defaulted,16.068480739005707
LN005332,BW004432,353867.482871439,580,1.2573865695280575,75,Paid Off,17.09115122348584
LN005342,BW004442,188747.72633020466,599,0.40810045552383056,75,Current,17.86847403405054
LN005255,BW004355,332111.83144903515,575,0.5970907379750966,75,Paid Off,15.412308713772724
LN003615,BW002715,343639.53399941005,597,1.4137948471271502,75,Current,15.375710786208312
LN003623,BW002723,170170.8679010797,539,0.6851947461483392,75,Defaulted,16.517401473505494
LN003635,BW002735,404168.17826500826,551,0.6990084617186931,75,Defaulted,17.075447821436146
LN001905,BW001005,417898.63695917465,594,1.1854701260449196,75,Current,16.193603746967646
LN001914,BW001014,431904.89441987267,595,0.7074370621483145,75,Defaulted,15.335259646836949
LN005378,BW004478,182052.6444300394,572,0.6210261252740688,75,Current,17.07932856034841
LN005386,BW004486,394424.4211649177,585,0.8976721098418614,75,Current,16.481510744727068
LN005451,BW004551,228886.58640862128,560,0.8999055120660976,75,Defaulted,14.952315369407522
LN003268,BW002368,459579.1220136669,586,0.5601206378779733,75,Current,16.30307432620914
LN003271,BW002371,435661.15095864,601,1.8611860408981966,75,Defaulted,16.301555832218423
LN003286,BW002386,436476.11008840875,569,1.6079870954316646,75,Paid Off,17.24165045256395
LN003693,BW002793,229655.63963797453,545,0.5472173273468822,75,Late,16.32982132995758
LN003705,BW002805,405043.3139017069,627,3.86192368088997,75,Current,14.89417502241313
LN003739,BW002839,492954.9648832826,591,0.824523834776748,75,Late,17.752066906357083
LN003758,BW002858,320332.03249099123,558,0.5359618490463667,75,Current,15.456379434176068
LN003761,BW002861,494545.33117310586,594,0.9342461135358718,75,Current,15.319012369151062
